STATION,X_TWD97,Y_TWD97,monthly,time,DIFFDISP,Layer_1,Layer_2,Layer_3,Layer_4,Layer_All
JINHU_XIN,2607660.55516,163232.543019,52,2020-08-01,-0.7589631526874542,-1.0,3.0,1.0,0.0,3.0
KECUO,2613831.28827,182075.186777,52,2020-08-01,0.42876902475205714,-0.0,2.0,-2.0,0.0,0.0
LONGYAN,2624184.90663,179646.08447,52,2020-08-01,-1.5837208219086547,0.0,1.0,-1.0,0.0,0.0
LUNFENG_XIN,2624237.88582,169449.452593,52,2020-08-01,-0.9227205278374604,1.0,0.0,1.0,-2.0,0.0
NANGUANG,2612049.8387,170402.550017,52,2020-08-01,-2.297065910979774,5.0,3.0,0.0,0.0,8.0
NEILIAO,2611723.34283,184142.181573,52,2020-08-01,1.036831926954631,-2.0,-3.0,-1.0,-2.0,-8.0
QIAOYI,2637964.78657,196150.707581,52,2020-08-01,-4.351779355306864,-2.0,0.0,-1.0,0.0,-3.0
TANQIFENXIAO,2599940.93758,176526.188454,52,2020-08-01,-5.963915570495844,1.0,2.0,0.0,1.0,4.0
TUKU,2620611.25819,187772.134694,52,2020-08-01,0.824382867756713,2.0,-2.0,-5.0,0.0,-5.0
XIGANG,2639733.1713,177634.127419,52,2020-08-01,-3.6712995011397416,-2.0,1.0,-1.0,0.0,-2.0
XINGHUA,2643201.13881,188364.082858,52,2020-08-01,-3.962697868036822,0.0,-2.0,0.0,0.0,-2.0
XINJIE,2644119.88134,179743.007588,52,2020-08-01,-3.2144801910677705,0.0,-2.0,-0.0,0.0,-2.0
XINPI,2598087.955,181888.900806,52,2020-08-01,-6.446808311934801,5.0,4.0,-2.0,1.0,8.0
XINSHENG,2648279.21795,188342.160622,52,2020-08-01,-1.9716593207268251,-3.0,-2.0,-1.0,1.0,-5.0
XINXING,2626356.24719,170721.169691,52,2020-08-01,-2.0988610687326985,2.0,0.0,-2.0,0.0,0.0
XIUTAN,2617397.2418,183652.118876,52,2020-08-01,-3.2689781053628506,0.0,-2.0,1.0,-1.0,-2.0
XIZHOU,2638501.0722,199069.972355,52,2020-08-01,-1.2555094660989752,-1.0,0.0,0.0,0.0,-1.0
YIWU,2604974.34087,167842.226707,52,2020-08-01,-1.1473388282330872,1.0,5.0,0.0,2.0,8.0
YUANCHANG,2616803.26394,179485.192133,52,2020-08-01,-1.779981602402086,-0.0,2.0,0.0,1.0,3.0
ZHENGMIN,2622974.24984,189571.083661,52,2020-08-01,-3.3243226548621174,1.0,-3.0,0.0,-0.0,-2.0
ZHENNAN,2621720.32227,202939.032793,52,2020-08-01,-7.13750334432115,-1.0,0.0,1.0,-2.0,-2.0
ZHUTANG,2639635.48177,191944.07482,52,2020-08-01,-7.148655961970301,-2.0,-1.0,0.0,0.0,-3.0
ANHE,2602035.47057,179539.204623,53,2020-09-01,-3.582531923239101,-4.0,6.0,1.0,2.0,5.0
ANNAN,2626430.82924,173539.792947,53,2020-09-01,-2.7333964341815515,1.0,2.0,2.0,0.0,5.0
BEICHEN,2608228.94939,178859.958807,53,2020-09-01,0.3627621433303182,1.0,3.0,0.0,0.0,4.0
CANLIN,2608157.27696,173088.151033,53,2020-09-01,-1.9788497167950303,2.0,5.0,3.0,2.0,12.0
DONGGUANG,2616755.31388,175783.144962,53,2020-09-01,-1.238369815385987,-1.0,3.0,1.0,-1.0,2.0
DONGSHI,2595468.32293,163523.186557,53,2020-09-01,-0.25072457812431603,0.0,6.0,0.0,0.0,6.0
ERLUN,2629865.28709,190429.148778,53,2020-09-01,-3.5866457536197127,0.0,3.0,1.0,-1.0,3.0
FENGAN,2631894.18276,171859.184496,53,2020-09-01,-3.137682585483525,0.0,3.0,-0.0,0.0,3.0
FENGRONG,2632016.259,179785.17549,53,2020-09-01,-2.7410284912505842,0.0,1.0,1.0,0.0,2.0
GUANGFU,2626508.29835,189084.098343,53,2020-09-01,-3.6726295846441688,0.0,1.0,1.0,0.0,2.0
HAIFENG,2629140.25143,171150.145528,53,2020-09-01,-3.1508082740043526,3.0,0.0,0.0,,3.0
HONGLUN,2620454.90228,183487.975804,53,2020-09-01,-2.9385482385220145,4.0,3.0,2.0,0.0,9.0
HUNAN,2649583.28339,197073.456957,53,2020-09-01,-1.9854702838491387,-1.0,1.0,0.0,0.0,0.0
HUWEI,2623606.30661,192041.068482,53,2020-09-01,-2.992638224703333,1.0,3.0,0.0,1.0,5.0
JIANYANG,2614756.24677,163506.218274,53,2020-09-01,-3.699307953780686,2.0,3.0,0.0,,5.0
JIAXING,2616146.2859,194875.077945,53,2020-09-01,-2.0784466333033476,2.0,7.0,1.0,0.0,10.0
JINHU_XIN,2607660.55516,163232.543019,53,2020-09-01,0.46780618787389977,1.0,4.0,0.0,1.0,6.0
JIUZHUANG,2614176.15216,188781.014116,53,2020-09-01,-3.0698864745642593,1.0,7.0,1.0,1.0,10.0
KECUO,2613831.28827,182075.186777,53,2020-09-01,-2.032710305597173,5.0,-1.0,0.0,2.0,6.0
LONGYAN,2624184.90663,179646.08447,53,2020-09-01,-1.930162693403693,1.0,3.0,1.0,1.0,6.0
LUNFENG_XIN,2624237.88582,169449.452593,53,2020-09-01,2.2765686772609754,1.0,6.0,0.0,1.0,8.0
NANGUANG,2612049.8387,170402.550017,53,2020-09-01,-1.421161786636511,3.0,3.0,1.0,0.0,7.0
NEILIAO,2611723.34283,184142.181573,53,2020-09-01,-1.104479411917733,1.0,7.0,3.0,-1.0,10.0
QIAOYI,2637964.78657,196150.707581,53,2020-09-01,-1.520963448842883,2.0,-1.0,1.0,-1.0,1.0
TANQIFENXIAO,2599940.93758,176526.188454,53,2020-09-01,-4.420412894510293,2.0,7.0,1.0,-1.0,9.0
TUKU,2620611.25819,187772.134694,53,2020-09-01,0.9217940645534917,-2.0,5.0,3.0,0.0,6.0
XIGANG,2639733.1713,177634.127419,53,2020-09-01,-3.0447039484516543,1.0,2.0,-1.0,1.0,3.0
XINGHUA,2643201.13881,188364.082858,53,2020-09-01,-3.685018132121445,-1.0,-0.0,1.0,-2.0,-2.0
XINJIE,2644119.88134,179743.007588,53,2020-09-01,0.013342381980859717,1.0,2.0,1.0,1.0,5.0
XINPI,2598087.955,181888.900806,53,2020-09-01,-5.331014786644619,1.0,2.0,2.0,-1.0,4.0
XINSHENG,2648279.21795,188342.160622,53,2020-09-01,-2.367478637003635,1.0,3.0,0.0,-1.0,3.0
XINXING,2626356.24719,170721.169691,53,2020-09-01,0.6631049598449539,0.0,2.0,3.0,0.0,5.0
XIUTAN,2617397.2418,183652.118876,53,2020-09-01,-1.6903241215953424,1.0,3.0,1.0,0.0,5.0
XIZHOU,2638501.0722,199069.972355,53,2020-09-01,-4.100260420103022,1.0,3.0,-1.0,-1.0,2.0
YIWU,2604974.34087,167842.226707,53,2020-09-01,-4.356245555081443,0.0,6.0,6.0,-1.0,11.0
YUANCHANG,2616803.26394,179485.192133,53,2020-09-01,-1.7711849538502331,-3.0,0.0,3.0,0.0,0.0
ZHENGMIN,2622974.24984,189571.083661,53,2020-09-01,-0.1032087375426233,0.0,2.0,1.0,0.0,3.0
ZHENNAN,2621720.32227,202939.032793,53,2020-09-01,-2.9490051027298376,1.0,0.0,-0.0,2.0,3.0
ZHUTANG,2639635.48177,191944.07482,53,2020-09-01,-3.9227773494118123,2.0,0.0,-1.0,0.0,1.0
ANHE,2602035.47057,179539.204623,54,2020-10-01,-3.044654346421248,-3.0,-4.0,-4.0,2.0,-9.0
ANNAN,2626430.82924,173539.792947,54,2020-10-01,-2.2822294045488247,-4.0,-4.0,-1.0,-1.0,-10.0
BEICHEN,2608228.94939,178859.958807,54,2020-10-01,1.3098795290660197,-1.0,-6.0,3.0,1.0,-3.0
CANLIN,2608157.27696,173088.151033,54,2020-10-01,-3.5764323286179183,-3.0,-3.0,-1.0,1.0,-6.0
DONGGUANG,2616755.31388,175783.144962,54,2020-10-01,-0.4846998177738325,-4.0,-6.0,-1.0,-1.0,-12.0
DONGSHI,2595468.32293,163523.186557,54,2020-10-01,-0.5491027172366663,0.0,-1.0,0.0,-1.0,-2.0
ERLUN,2629865.28709,190429.148778,54,2020-10-01,-4.5942725152898465,0.0,-3.0,-1.0,0.0,-4.0
FENGAN,2631894.18276,171859.184496,54,2020-10-01,-2.8256391644653758,-2.0,-2.0,-2.0,0.0,-6.0
FENGRONG,2632016.259,179785.17549,54,2020-10-01,-2.664974023286689,-3.0,-2.0,-1.0,-1.0,-7.0
GUANGFU,2626508.29835,189084.098343,54,2020-10-01,-4.252037973910462,-1.0,-4.0,1.0,0.0,-4.0
HAIFENG,2629140.25143,171150.145528,54,2020-10-01,-2.63164430580419,-1.0,-5.0,-1.0,,-7.0
HONGLUN,2620454.90228,183487.975804,54,2020-10-01,-3.2015089088040107,-5.0,-7.0,-2.0,0.0,-14.0
HUNAN,2649583.28339,197073.456957,54,2020-10-01,-2.0865181760117557,0.0,-4.0,-2.0,0.0,-6.0
HUWEI,2623606.30661,192041.068482,54,2020-10-01,-2.0743486722636915,-1.0,-4.0,-2.0,1.0,-6.0
JIANYANG,2614756.24677,163506.218274,54,2020-10-01,-6.527984844312174,-4.0,-7.0,0.0,,-11.0
JIAXING,2616146.2859,194875.077945,54,2020-10-01,-2.012235401630448,-3.0,-6.0,-3.0,0.0,-12.0
JINHU_XIN,2607660.55516,163232.543019,54,2020-10-01,0.27957342435592386,-1.0,-8.0,-2.0,-1.0,-12.0
JIUZHUANG,2614176.15216,188781.014116,54,2020-10-01,-2.7315862857274604,-1.0,-12.0,-3.0,-1.0,-17.0
KECUO,2613831.28827,182075.186777,54,2020-10-01,-5.304847231622216,-2.0,-7.0,0.0,-2.0,-11.0
LONGYAN,2624184.90663,179646.08447,54,2020-10-01,-3.2458264258905625,-2.0,-7.0,-2.0,-2.0,-13.0
LUNFENG_XIN,2624237.88582,169449.452593,54,2020-10-01,3.006674649674594,-2.0,-11.0,-1.0,0.0,-14.0
NANGUANG,2612049.8387,170402.550017,54,2020-10-01,-1.7418058201518705,-10.0,-4.0,1.0,0.0,-13.0
NEILIAO,2611723.34283,184142.181573,54,2020-10-01,-2.2959346578667996,-2.0,-13.0,-4.0,2.0,-17.0
QIAOYI,2637964.78657,196150.707581,54,2020-10-01,-0.339772207995384,0.0,0.0,-2.0,0.0,-2.0
TANQIFENXIAO,2599940.93758,176526.188454,54,2020-10-01,-3.4561754751021376,-3.0,-2.0,1.0,-1.0,-5.0
TUKU,2620611.25819,187772.134694,54,2020-10-01,0.34947282073750807,-3.0,-9.0,0.0,-1.0,-13.0
XIGANG,2639733.1713,177634.127419,54,2020-10-01,-3.741944845098132,1.0,-2.0,0.0,3.0,2.0
XINGHUA,2643201.13881,188364.082858,54,2020-10-01,-4.29563554003246,-2.0,0.0,-4.0,1.0,-5.0
XINJIE,2644119.88134,179743.007588,54,2020-10-01,1.2711335519641704,-1.0,-1.0,-1.0,0.0,-3.0
XINPI,2598087.955,181888.900806,54,2020-10-01,-4.346801732915972,-4.0,-1.0,0.0,-1.0,-6.0
XINSHENG,2648279.21795,188342.160622,54,2020-10-01,-3.8792075210707813,-2.0,-5.0,0.0,-1.0,-8.0
XINXING,2626356.24719,170721.169691,54,2020-10-01,-0.7655441688132558,-3.0,-8.0,-3.0,0.0,-14.0
XIUTAN,2617397.2418,183652.118876,54,2020-10-01,-1.689699717319691,-8.0,-6.0,-3.0,-1.0,-18.0
XIZHOU,2638501.0722,199069.972355,54,2020-10-01,-4.895689409955258,-1.0,-1.0,-1.0,1.0,-2.0
YIWU,2604974.34087,167842.226707,54,2020-10-01,-6.710014130583632,-1.0,-5.0,-4.0,0.0,-10.0
YUANCHANG,2616803.26394,179485.192133,54,2020-10-01,0.060494868220068304,-5.0,-4.0,-3.0,-3.0,-15.0
ZHENGMIN,2622974.24984,189571.083661,54,2020-10-01,0.7119773181007584,-1.0,-4.0,-2.0,-1.0,-8.0
ZHENNAN,2621720.32227,202939.032793,54,2020-10-01,1.0864019382286543,-2.0,0.0,0.0,0.0,-2.0
ZHUTANG,2639635.48177,191944.07482,54,2020-10-01,0.07366355309317034,-2.0,-1.0,0.0,-1.0,-4.0
ANHE,2602035.47057,179539.204623,55,2020-11-01,-3.0394219758110124,0.0,4.0,2.0,-5.0,1.0
ANNAN,2626430.82924,173539.792947,55,2020-11-01,-2.1435757405339197,2.0,-2.0,-1.0,-1.0,-2.0
BEICHEN,2608228.94939,178859.958807,55,2020-11-01,0.1421456829261209,0.0,-1.0,-3.0,-1.0,-5.0
CANLIN,2608157.27696,173088.151033,55,2020-11-01,-4.668793613446461,1.0,-2.0,-1.0,0.0,-2.0
DONGGUANG,2616755.31388,175783.144962,55,2020-11-01,-0.5175629082003337,-2.0,0.0,-1.0,0.0,-3.0
DONGSHI,2595468.32293,163523.186557,55,2020-11-01,-1.277707931046065,1.0,-2.0,1.0,0.0,0.0
ERLUN,2629865.28709,190429.148778,55,2020-11-01,-5.633277525887573,0.0,2.0,-2.0,0.0,0.0
FENGAN,2631894.18276,171859.184496,55,2020-11-01,-2.5436658944863266,2.0,1.0,-1.0,-1.0,1.0
FENGRONG,2632016.259,179785.17549,55,2020-11-01,-2.9136665288813033,1.0,0.0,-1.0,0.0,0.0
GUANGFU,2626508.29835,189084.098343,55,2020-11-01,-3.8647510874788433,0.0,0.0,-3.0,-1.0,-4.0
HAIFENG,2629140.25143,171150.145528,55,2020-11-01,-2.3776521699292816,-1.0,2.0,1.0,,2.0
HONGLUN,2620454.90228,183487.975804,55,2020-11-01,-3.1229136441676535,-1.0,-1.0,-2.0,-1.0,-5.0
HUNAN,2649583.28339,197073.456957,55,2020-11-01,-2.7980066079697585,-1.0,2.0,-3.0,0.0,-2.0
HUWEI,2623606.30661,192041.068482,55,2020-11-01,-2.442760192782603,0.0,-2.0,-3.0,2.0,-3.0
JIANYANG,2614756.24677,163506.218274,55,2020-11-01,-6.364017608570683,0.0,-2.0,0.0,,-2.0
JIAXING,2616146.2859,194875.077945,55,2020-11-01,-2.75517219590829,2.0,0.0,1.0,0.0,3.0
JINHU_XIN,2607660.55516,163232.543019,55,2020-11-01,-0.4478843091760721,0.0,-4.0,-2.0,-0.0,-6.0
JIUZHUANG,2614176.15216,188781.014116,55,2020-11-01,-2.4307657873974677,-2.0,-3.0,-1.0,0.0,-6.0
KECUO,2613831.28827,182075.186777,55,2020-11-01,-5.309171742224838,-1.0,-0.0,-1.0,0.0,-2.0
LONGYAN,2624184.90663,179646.08447,55,2020-11-01,-3.9957235865912097,1.0,-2.0,0.0,0.0,-1.0
LUNFENG_XIN,2624237.88582,169449.452593,55,2020-11-01,2.0863636364746574,-2.0,-3.0,0.0,-3.0,-8.0
NANGUANG,2612049.8387,170402.550017,55,2020-11-01,-2.369779800623863,-4.0,-4.0,-1.0,0.0,-9.0
NEILIAO,2611723.34283,184142.181573,55,2020-11-01,-1.3738508370321687,0.0,0.0,-2.0,0.0,-2.0
QIAOYI,2637964.78657,196150.707581,55,2020-11-01,-0.8017080818563286,-2.0,-2.0,0.0,0.0,-4.0
TANQIFENXIAO,2599940.93758,176526.188454,55,2020-11-01,-3.289586484211438,-5.0,-3.0,-1.0,2.0,-7.0
TUKU,2620611.25819,187772.134694,55,2020-11-01,-0.1951682727322254,0.0,2.0,-4.0,0.0,-2.0
XIGANG,2639733.1713,177634.127419,55,2020-11-01,-3.936536895187326,-1.0,2.0,0.0,-1.0,0.0
XINGHUA,2643201.13881,188364.082858,55,2020-11-01,-4.1008323006707315,2.0,1.0,0.0,-3.0,0.0
XINJIE,2644119.88134,179743.007588,55,2020-11-01,0.5919669640077599,1.0,0.0,0.0,-0.0,1.0
XINPI,2598087.955,181888.900806,55,2020-11-01,-3.9546087691650005,3.0,1.0,-1.0,2.0,5.0
XINSHENG,2648279.21795,188342.160622,55,2020-11-01,-5.1878084678086935,2.0,1.0,-1.0,-1.0,1.0
XINXING,2626356.24719,170721.169691,55,2020-11-01,-3.269137460450677,2.0,1.0,0.0,0.0,3.0
XIUTAN,2617397.2418,183652.118876,55,2020-11-01,-2.341529554586743,2.0,2.0,-1.0,0.0,3.0
XIZHOU,2638501.0722,199069.972355,55,2020-11-01,-3.889219088465037,2.0,-1.0,1.0,-1.0,1.0
YIWU,2604974.34087,167842.226707,55,2020-11-01,-5.78467517361656,-1.0,-1.0,1.0,0.0,-1.0
YUANCHANG,2616803.26394,179485.192133,55,2020-11-01,1.1039383031905878,3.0,-3.0,1.0,-1.0,0.0
ZHENGMIN,2622974.24984,189571.083661,55,2020-11-01,-0.29846128276876643,-3.0,1.0,-1.0,-1.0,-4.0
ZHENNAN,2621720.32227,202939.032793,55,2020-11-01,2.203891792141869,1.0,-1.0,1.0,-1.0,0.0
ZHUTANG,2639635.48177,191944.07482,55,2020-11-01,1.7138210693940958,0.0,-1.0,0.0,1.0,0.0
ANHE,2602035.47057,179539.204623,56,2020-12-01,-2.420613549912762,2.0,-5.0,1.0,3.0,1.0
ANNAN,2626430.82924,173539.792947,56,2020-12-01,-2.1484194416051574,0.0,2.0,-1.0,0.0,1.0
BEICHEN,2608228.94939,178859.958807,56,2020-12-01,-1.4424369370030738,-2.0,5.0,0.0,1.0,4.0
CANLIN,2608157.27696,173088.151033,56,2020-12-01,-3.5121960530723038,-2.0,1.0,0.0,-3.0,-4.0
DONGGUANG,2616755.31388,175783.144962,56,2020-12-01,-0.49640940354505586,-1.0,3.0,-1.0,0.0,1.0
DONGSHI,2595468.32293,163523.186557,56,2020-12-01,-1.3684308910193672,0.0,-1.0,0.0,1.0,0.0
ERLUN,2629865.28709,190429.148778,56,2020-12-01,-5.090780317288739,0.0,1.0,1.0,-1.0,1.0
FENGAN,2631894.18276,171859.184496,56,2020-12-01,-1.8293369347467587,0.0,0.0,1.0,1.0,2.0
FENGRONG,2632016.259,179785.17549,56,2020-12-01,-2.433179015075712,1.0,0.0,0.0,0.0,1.0
GUANGFU,2626508.29835,189084.098343,56,2020-12-01,-2.038785070384357,0.0,2.0,0.0,0.0,2.0
HAIFENG,2629140.25143,171150.145528,56,2020-12-01,-2.0143389202287865,0.0,0.0,2.0,,2.0
HONGLUN,2620454.90228,183487.975804,56,2020-12-01,-2.1498486253925324,3.0,5.0,-1.0,-1.0,6.0
HUNAN,2649583.28339,197073.456957,56,2020-12-01,-2.2303116996147634,1.0,2.0,0.0,-0.0,3.0
HUWEI,2623606.30661,192041.068482,56,2020-12-01,-2.8368649575440004,2.0,3.0,3.0,-3.0,5.0
JIANYANG,2614756.24677,163506.218274,56,2020-12-01,-2.8928057621708927,1.0,0.0,0.0,,1.0
JIAXING,2616146.2859,194875.077945,56,2020-12-01,-2.642227351728925,0.0,4.0,3.0,0.0,7.0
JINHU_XIN,2607660.55516,163232.543019,56,2020-12-01,-1.1013455170940951,-1.0,2.0,-0.0,0.0,1.0
JIUZHUANG,2614176.15216,188781.014116,56,2020-12-01,-1.6338994107356708,0.0,8.0,2.0,-1.0,9.0
KECUO,2613831.28827,182075.186777,56,2020-12-01,-2.81232609333068,-3.0,11.0,-2.0,0.0,6.0
LONGYAN,2624184.90663,179646.08447,56,2020-12-01,-2.6960964308846433,0.0,4.0,-1.0,0.0,3.0
LUNFENG_XIN,2624237.88582,169449.452593,56,2020-12-01,0.23317796026899787,1.0,1.0,1.0,0.0,3.0
NANGUANG,2612049.8387,170402.550017,56,2020-12-01,-1.957341295050153,2.0,3.0,0.0,-2.0,3.0
NEILIAO,2611723.34283,184142.181573,56,2020-12-01,-0.1409253893350823,0.0,9.0,0.0,0.0,9.0
QIAOYI,2637964.78657,196150.707581,56,2020-12-01,-1.4573012126222602,0.0,2.0,-2.0,-0.0,0.0
TANQIFENXIAO,2599940.93758,176526.188454,56,2020-12-01,-2.181713294822769,1.0,1.0,0.0,0.0,2.0
TUKU,2620611.25819,187772.134694,56,2020-12-01,-0.7372359442667115,4.0,2.0,1.0,1.0,8.0
XIGANG,2639733.1713,177634.127419,56,2020-12-01,-2.46581327009817,2.0,1.0,1.0,-1.0,3.0
XINGHUA,2643201.13881,188364.082858,56,2020-12-01,-2.5564378143678224,2.0,-2.0,2.0,1.0,3.0
XINJIE,2644119.88134,179743.007588,56,2020-12-01,-0.7048633575817621,-1.0,-1.0,1.0,-1.0,-2.0
XINPI,2598087.955,181888.900806,56,2020-12-01,-3.270521011625491,-1.0,0.0,0.0,0.0,-1.0
XINSHENG,2648279.21795,188342.160622,56,2020-12-01,-4.439366193587187,1.0,2.0,-2.0,1.0,2.0
XINXING,2626356.24719,170721.169691,56,2020-12-01,-3.282529783218167,-1.0,2.0,-2.0,0.0,-1.0
XIUTAN,2617397.2418,183652.118876,56,2020-12-01,-2.159265419616951,-1.0,5.0,-2.0,1.0,3.0
XIZHOU,2638501.0722,199069.972355,56,2020-12-01,-2.139294506638431,-2.0,1.0,-1.0,-2.0,-4.0
YIWU,2604974.34087,167842.226707,56,2020-12-01,-2.433583797682303,0.0,0.0,1.0,-2.0,-1.0
YUANCHANG,2616803.26394,179485.192133,56,2020-12-01,-0.061491807073900215,-4.0,7.0,-1.0,0.0,2.0
ZHENGMIN,2622974.24984,189571.083661,56,2020-12-01,-1.4074340644425616,2.0,1.0,1.0,-1.0,3.0
ZHENNAN,2621720.32227,202939.032793,56,2020-12-01,0.5487254338319321,1.0,2.0,0.0,-2.0,1.0
ZHUTANG,2639635.48177,191944.07482,56,2020-12-01,0.44991415241180444,0.0,2.0,-1.0,-1.0,0.0
ANHE,2602035.47057,179539.204623,57,2021-01-01,-1.8814903273642138,-1.0,3.0,0.0,-1.0,1.0
ANNAN,2626430.82924,173539.792947,57,2021-01-01,-2.1473864703150802,-1.0,-2.0,0.0,-1.0,-4.0
BEICHEN,2608228.94939,178859.958807,57,2021-01-01,-1.7669264905286834,2.0,3.0,0.0,-1.0,4.0
CANLIN,2608157.27696,173088.151033,57,2021-01-01,-1.0640996444104123,0.0,4.0,-1.0,0.0,3.0
DONGGUANG,2616755.31388,175783.144962,57,2021-01-01,-0.22769571028015356,2.0,-4.0,-2.0,1.0,-3.0
DONGSHI,2595468.32293,163523.186557,57,2021-01-01,-0.6724426317064643,-2.0,-12.0,0.0,-1.0,-15.0
ERLUN,2629865.28709,190429.148778,57,2021-01-01,-4.396312862967534,0.0,1.0,-1.0,0.0,0.0
FENGAN,2631894.18276,171859.184496,57,2021-01-01,-1.5504551101042165,-1.0,-5.0,-5.0,0.0,-11.0
FENGRONG,2632016.259,179785.17549,57,2021-01-01,-1.6331391287347252,-1.0,1.0,-1.0,0.0,-1.0
GUANGFU,2626508.29835,189084.098343,57,2021-01-01,-0.9745365772701177,1.0,0.0,-1.0,0.0,0.0
HAIFENG,2629140.25143,171150.145528,57,2021-01-01,-1.8717804656663142,-3.0,-11.0,-3.0,,-17.0
HONGLUN,2620454.90228,183487.975804,57,2021-01-01,-1.304638039263277,0.0,-1.0,4.0,2.0,5.0
HUNAN,2649583.28339,197073.456957,57,2021-01-01,-0.5615262144984211,-2.0,-1.0,-1.0,-3.0,-7.0
HUWEI,2623606.30661,192041.068482,57,2021-01-01,-2.3119148521215664,-1.0,2.0,0.0,0.0,1.0
JIANYANG,2614756.24677,163506.218274,57,2021-01-01,-0.8653305979368904,-2.0,-3.0,0.0,,-5.0
JIAXING,2616146.2859,194875.077945,57,2021-01-01,-1.7540522947278383,1.0,2.0,-1.0,0.0,2.0
JINHU_XIN,2607660.55516,163232.543019,57,2021-01-01,-1.350712884144465,-2.0,-12.0,-5.0,-1.0,-20.0
JIUZHUANG,2614176.15216,188781.014116,57,2021-01-01,-0.7083875834135529,1.0,8.0,0.0,1.0,10.0
KECUO,2613831.28827,182075.186777,57,2021-01-01,-1.2696212656856873,2.0,-3.0,1.0,-1.0,-1.0
LONGYAN,2624184.90663,179646.08447,57,2021-01-01,-0.9232803890768152,0.0,2.0,0.0,0.0,2.0
LUNFENG_XIN,2624237.88582,169449.452593,57,2021-01-01,-1.6554364538847497,-3.0,-13.0,-3.0,-1.0,-20.0
NANGUANG,2612049.8387,170402.550017,57,2021-01-01,-0.8946664345860429,3.0,1.0,0.0,0.0,4.0
NEILIAO,2611723.34283,184142.181573,57,2021-01-01,-1.1054192588798182,2.0,1.0,2.0,-2.0,3.0
QIAOYI,2637964.78657,196150.707581,57,2021-01-01,-0.9480220798308899,1.0,0.0,0.0,-1.0,0.0
TANQIFENXIAO,2599940.93758,176526.188454,57,2021-01-01,-1.1213451413797901,-3.0,4.0,0.0,0.0,1.0
TUKU,2620611.25819,187772.134694,57,2021-01-01,-1.9522489927367483,-1.0,3.0,1.0,-2.0,1.0
XIGANG,2639733.1713,177634.127419,57,2021-01-01,-0.8943149934447615,-2.0,-2.0,-1.0,1.0,-4.0
XINGHUA,2643201.13881,188364.082858,57,2021-01-01,-1.3713647162260374,-3.0,1.0,-2.0,0.0,-4.0
XINJIE,2644119.88134,179743.007588,57,2021-01-01,-1.1947040370200555,1.0,-1.0,0.0,-1.0,-1.0
XINPI,2598087.955,181888.900806,57,2021-01-01,-2.434923586236258,-1.0,2.0,0.0,-1.0,0.0
XINSHENG,2648279.21795,188342.160622,57,2021-01-01,-2.3904449424502956,-1.0,0.0,1.0,-2.0,-2.0
XINXING,2626356.24719,170721.169691,57,2021-01-01,-0.8783110568206182,-2.0,-10.0,-6.0,0.0,-18.0
XIUTAN,2617397.2418,183652.118876,57,2021-01-01,-1.1417429109764528,4.0,-3.0,2.0,0.0,3.0
XIZHOU,2638501.0722,199069.972355,57,2021-01-01,-1.4537484831170067,0.0,-1.0,-1.0,1.0,-1.0
YIWU,2604974.34087,167842.226707,57,2021-01-01,-1.3779054082940259,0.0,-1.0,-2.0,0.0,-3.0
YUANCHANG,2616803.26394,179485.192133,57,2021-01-01,-1.8106253558654877,-2.0,-5.0,-2.0,1.0,-8.0
ZHENGMIN,2622974.24984,189571.083661,57,2021-01-01,-1.730772943305478,0.0,3.0,-1.0,1.0,3.0
ZHENNAN,2621720.32227,202939.032793,57,2021-01-01,-0.5541604242164216,0.0,-1.0,-2.0,0.0,-3.0
ZHUTANG,2639635.48177,191944.07482,57,2021-01-01,-1.3631688214314603,0.0,1.0,-1.0,-1.0,-1.0
ANHE,2602035.47057,179539.204623,58,2021-02-01,-1.069492951708549,-1.0,1.0,-3.0,3.0,0.0
ANNAN,2626430.82924,173539.792947,58,2021-02-01,-1.1538387214572459,-2.0,0.0,0.0,1.0,-1.0
BEICHEN,2608228.94939,178859.958807,58,2021-02-01,-0.5029163492119408,0.0,-8.0,-2.0,1.0,-9.0
CANLIN,2608157.27696,173088.151033,58,2021-02-01,0.9456501183633813,-5.0,-14.0,-3.0,2.0,-20.0
DONGGUANG,2616755.31388,175783.144962,58,2021-02-01,0.43194660430651427,-5.0,-4.0,0.0,-1.0,-10.0
DONGSHI,2595468.32293,163523.186557,58,2021-02-01,0.21942511391743555,0.0,8.0,-2.0,1.0,7.0
ERLUN,2629865.28709,190429.148778,58,2021-02-01,-4.2027093209563775,-2.0,-3.0,-1.0,-1.0,-7.0
FENGAN,2631894.18276,171859.184496,58,2021-02-01,-2.366467249552511,0.0,4.0,4.0,1.0,9.0
FENGRONG,2632016.259,179785.17549,58,2021-02-01,-0.777789269040412,-1.0,-2.0,-1.0,0.0,-4.0
GUANGFU,2626508.29835,189084.098343,58,2021-02-01,-2.176986172258631,-1.0,-4.0,-1.0,-3.0,-9.0
HAIFENG,2629140.25143,171150.145528,58,2021-02-01,-1.8405590692961467,2.0,11.0,2.0,,15.0
HONGLUN,2620454.90228,183487.975804,58,2021-02-01,-1.2860940806292969,-3.0,-4.0,-2.0,-2.0,-11.0
HUNAN,2649583.28339,197073.456957,58,2021-02-01,0.596520371669918,0.0,-2.0,-3.0,0.0,-5.0
